region	chr	midPos	Nsites
(2790879,2814259)(6552260,6599999)(6550000,6600000)	Chr06	6575000	23382	0.110453
(2814260,2828736)(6600000,6649997)(6600000,6650000)	Chr06	6625000	14478	0.215442
(2828737,2845381)(6650024,6698085)(6650000,6700000)	Chr06	6675000	16646	0.139749
(2845382,2863965)(6700128,6746195)(6700000,6750000)	Chr06	6725000	18585	0.193055
(2863966,2869301)(6755455,6799987)(6750000,6800000)	Chr06	6775000	5337	0.104955
(2869302,2876054)(6800019,6849546)(6800000,6850000)	Chr06	6825000	6754	0.312890
(2876055,2891142)(6850612,6896917)(6850000,6900000)	Chr06	6875000	15089	0.170363
(2891143,2907942)(6901955,6949999)(6900000,6950000)	Chr06	6925000	16801	0.124748
(2907943,2933543)(6950000,6999999)(6950000,7000000)	Chr06	6975000	25602	0.133916
(2933544,2958708)(7000000,7046616)(7000000,7050000)	Chr06	7025000	25166	0.153799
(2958709,2986901)(7050648,7097702)(7050000,7100000)	Chr06	7075000	28194	0.070744
(2986902,3003818)(7100314,7147889)(7100000,7150000)	Chr06	7125000	16918	0.111273
(3003819,3022782)(7150448,7197435)(7150000,7200000)	Chr06	7175000	18965	0.246057
(3022783,3040138)(7209909,7245925)(7200000,7250000)	Chr06	7225000	17357	0.203248
(3040139,3063877)(7251409,7299706)(7250000,7300000)	Chr06	7275000	23740	0.182958
(3063878,3086825)(7302006,7344411)(7300000,7350000)	Chr06	7325000	22949	0.139327
(3086826,3111589)(7351638,7398255)(7350000,7400000)	Chr06	7375000	24765	0.152949
(3111590,3128969)(7405715,7449998)(7400000,7450000)	Chr06	7425000	17381	0.132658
(3128970,3139342)(7450002,7489114)(7450000,7500000)	Chr06	7475000	10374	0.166869
(3139343,3150605)(7504195,7549942)(7500000,7550000)	Chr06	7525000	11264	0.136288
(3150606,3165088)(7550042,7599816)(7550000,7600000)	Chr06	7575000	14484	0.226141
(3165089,3187588)(7600017,7649999)(7600000,7650000)	Chr06	7625000	22501	0.254249
(3187589,3209084)(7650000,7699999)(7650000,7700000)	Chr06	7675000	21497	0.319489
(3209085,3238823)(7700000,7749492)(7700000,7750000)	Chr06	7725000	29740	0.212661
(3238824,3248081)(7751023,7799999)(7750000,7800000)	Chr06	7775000	9259	0.232797
(3248082,3258127)(7800000,7847646)(7800000,7850000)	Chr06	7825000	10047	0.174375
(3258128,3279697)(7850886,7899412)(7850000,7900000)	Chr06	7875000	21571	0.129290
(3279698,3299595)(7903083,7949999)(7900000,7950000)	Chr06	7925000	19899	0.144411
(3299596,3323942)(7950000,7994710)(7950000,8000000)	Chr06	7975000	24348	0.275890
(3323943,3340769)(8001499,8046821)(8000000,8050000)	Chr06	8025000	16828	0.405575
(3340770,3362241)(8050163,8099356)(8050000,8100000)	Chr06	8075000	21473	0.202796
(3362242,3377351)(8100797,8148320)(8100000,8150000)	Chr06	8125000	15111	0.290643
(3377352,3396451)(8151727,8199999)(8150000,8200000)	Chr06	8175000	19101	0.297423
(3396452,3424923)(8200000,8249999)(8200000,8250000)	Chr06	8225000	28473	0.295111
(3424924,3438353)(8250000,8298969)(8250000,8300000)	Chr06	8275000	13431	0.227895
(3438354,3453262)(8300150,8349899)(8300000,8350000)	Chr06	8325000	14910	0.295543
(3453263,3464054)(8352400,8399999)(8350000,8400000)	Chr06	8375000	10793	0.381490
(3464055,3482904)(8400000,8449675)(8400000,8450000)	Chr06	8425000	18851	0.285267
(3482905,3504823)(8452989,8496518)(8450000,8500000)	Chr06	8475000	21920	0.194850
(3504824,3519479)(8500716,8549999)(8500000,8550000)	Chr06	8525000	14657	0.135464
(3519480,3544095)(8550000,8599999)(8550000,8600000)	Chr06	8575000	24617	0.185530
(3544096,3565933)(8600000,8649000)(8600000,8650000)	Chr06	8625000	21839	0.139163
(3565934,3581848)(8654137,8699999)(8650000,8700000)	Chr06	8675000	15916	0.202987
(3581849,3609498)(8700000,8749999)(8700000,8750000)	Chr06	8725000	27651	0.152436
(3609499,3627152)(8750000,8799839)(8750000,8800000)	Chr06	8775000	17655	0.144993
(3627153,3647168)(8800095,8849999)(8800000,8850000)	Chr06	8825000	20017	0.155375
(3647169,3665906)(8850000,8899019)(8850000,8900000)	Chr06	8875000	18739	0.214973
(3665907,3691723)(8901379,8948833)(8900000,8950000)	Chr06	8925000	25818	0.270502
(3691724,3715188)(8953680,8998305)(8950000,9000000)	Chr06	8975000	23466	0.147740
(3715189,3735004)(9001630,9049999)(9000000,9050000)	Chr06	9025000	19817	0.161654
(3735005,3755627)(9050000,9097446)(9050000,9100000)	Chr06	9075000	20624	0.196249
(3755628,3779426)(9101157,9149999)(9100000,9150000)	Chr06	9125000	23800	0.175038
(3779427,3793527)(9150000,9198462)(9150000,9200000)	Chr06	9175000	14102	0.179934
(3793528,3816084)(9201595,9245340)(9200000,9250000)	Chr06	9225000	22558	0.186208
(3816085,3827037)(9250593,9299026)(9250000,9300000)	Chr06	9275000	10954	0.186075
(3827038,3844662)(9301841,9348467)(9300000,9350000)	Chr06	9325000	17626	0.164657
(3844663,3867529)(9350892,9399999)(9350000,9400000)	Chr06	9375000	22868	0.180000
(3867530,3886091)(9400000,9449197)(9400000,9450000)	Chr06	9425000	18563	0.236425
(3886092,3917223)(9450921,9499999)(9450000,9500000)	Chr06	9475000	31133	0.148120
(3917224,3942730)(9500000,9549999)(9500000,9550000)	Chr06	9525000	25508	0.112944
(3942731,3965924)(9550000,9599999)(9550000,9600000)	Chr06	9575000	23195	0.106259
(3965925,3986023)(9600000,9646598)(9600000,9650000)	Chr06	9625000	20100	0.100268
(3986024,4009413)(9650255,9699999)(9650000,9700000)	Chr06	9675000	23391	0.084609
(4009414,4013682)(9700000,9748916)(9700000,9750000)	Chr06	9725000	4270	0.192972
(4013683,4027777)(9750033,9799757)(9750000,9800000)	Chr06	9775000	14096	0.314434
(4027778,4042703)(9800608,9849999)(9800000,9850000)	Chr06	9825000	14927	0.347756
(4042704,4062820)(9850000,9899860)(9850000,9900000)	Chr06	9875000	20118	0.162367
(4062821,4080736)(9900317,9949537)(9900000,9950000)	Chr06	9925000	17917	0.362484
(4080737,4105271)(9952572,9997922)(9950000,10000000)	Chr06	9975000	24536	0.138354
(4105272,4114733)(10003006,10049997)(10000000,10050000)	Chr06	10025000	9463	0.171130
(4114734,4130562)(10050000,10099976)(10050000,10100000)	Chr06	10075000	15830	0.137217
(4130563,4144176)(10100008,10147646)(10100000,10150000)	Chr06	10125000	13615	0.169263
(4144177,4166377)(10151329,10199999)(10150000,10200000)	Chr06	10175000	22202	0.154215
(4166378,4179999)(10200000,10249999)(10200000,10250000)	Chr06	10225000	13623	0.246842
(4180000,4192817)(10250000,10290390)(10250000,10300000)	Chr06	10275000	12819	0.168910
(4192818,4202807)(10309768,10347797)(10300000,10350000)	Chr06	10325000	9991	0.182630
(4202808,4212677)(10351941,10399996)(10350000,10400000)	Chr06	10375000	9871	0.138396
(4212678,4229316)(10400000,10449999)(10400000,10450000)	Chr06	10425000	16640	0.084822
(4229317,4248622)(10450000,10498414)(10450000,10500000)	Chr06	10475000	19307	0.201251
(4248623,4265051)(10500552,10547406)(10500000,10550000)	Chr06	10525000	16430	0.302007
(4265052,4279893)(10552554,10599999)(10550000,10600000)	Chr06	10575000	14843	0.198002
(4279894,4287312)(10600000,10645845)(10600000,10650000)	Chr06	10625000	7420	0.203567
(4287313,4298293)(10650307,10698849)(10650000,10700000)	Chr06	10675000	10982	0.213713
(4298294,4323931)(10700596,10749999)(10700000,10750000)	Chr06	10725000	25639	0.281694
(4323932,4343854)(10750000,10798555)(10750000,10800000)	Chr06	10775000	19924	0.373042
(4343855,4373689)(10800753,10849922)(10800000,10850000)	Chr06	10825000	29836	0.463824
(4373690,4386720)(10850043,10887006)(10850000,10900000)	Chr06	10875000	13032	0.190572
(4386721,4402589)(10904424,10946875)(10900000,10950000)	Chr06	10925000	15870	0.125443
(4402590,4424205)(10952341,10995800)(10950000,11000000)	Chr06	10975000	21617	0.356286
(4424206,4443239)(11004514,11049713)(11000000,11050000)	Chr06	11025000	19035	0.237352
(4443240,4460976)(11050462,11095114)(11050000,11100000)	Chr06	11075000	17738	0.197950
(4460977,4470498)(11100331,11142455)(11100000,11150000)	Chr06	11125000	9523	0.156334
(4470499,4489834)(11154149,11199742)(11150000,11200000)	Chr06	11175000	19337	0.205160
(4489835,4514442)(11200015,11249999)(11200000,11250000)	Chr06	11225000	24609	0.129925
(4514443,4537729)(11250000,11299999)(11250000,11300000)	Chr06	11275000	23288	0.174291
(4537730,4543430)(11300000,11349729)(11300000,11350000)	Chr06	11325000	5702	0.254253
(4543431,4552741)(11354376,11399985)(11350000,11400000)	Chr06	11375000	9312	0.171676
(4552742,4565901)(11400014,11448532)(11400000,11450000)	Chr06	11425000	13161	0.312715
(4565902,4583405)(11459231,11499264)(11450000,11500000)	Chr06	11475000	17505	0.163816
(4583406,4592792)(11500230,11549542)(11500000,11550000)	Chr06	11525000	9388	0.193743
(4592793,4604814)(11556123,11599999)(11550000,11600000)	Chr06	11575000	12023	0.156883
(4604815,4613639)(11600000,11649922)(11600000,11650000)	Chr06	11625000	8826	0.192061
(4613640,4624421)(11650064,11699999)(11650000,11700000)	Chr06	11675000	10783	0.237830
(4624422,4641697)(11700000,11743853)(11700000,11750000)	Chr06	11725000	17277	0.205589
(4641698,4653935)(11763060,11797967)(11750000,11800000)	Chr06	11775000	12239	0.103829
(4653936,4663000)(11800184,11847317)(11800000,11850000)	Chr06	11825000	9066	0.224573
(4663001,4676333)(11850667,11885015)(11850000,11900000)	Chr06	11875000	13334	0.248406
(4676334,4682954)(11912272,11945074)(11900000,11950000)	Chr06	11925000	6622	0.208485
(4682955,4700585)(11960898,11999971)(11950000,12000000)	Chr06	11975000	17632	0.098884
(4700586,4722374)(12000071,12048017)(12000000,12050000)	Chr06	12025000	21790	0.241595
(4722375,4742089)(12058311,12099999)(12050000,12100000)	Chr06	12075000	19716	0.322913
(4742090,4754052)(12100000,12149449)(12100000,12150000)	Chr06	12125000	11964	0.511706
(4754053,4758801)(12150282,12165242)(12150000,12200000)	Chr06	12175000	4750	0.259519
(4758802,4767600)(12200748,12249999)(12200000,12250000)	Chr06	12225000	8800	0.294328
(4767601,4780911)(12250000,12296476)(12250000,12300000)	Chr06	12275000	13312	0.216912
(4780912,4796985)(12312244,12349999)(12300000,12350000)	Chr06	12325000	16075	0.283082
(4796986,4815432)(12350000,12399999)(12350000,12400000)	Chr06	12375000	18448	0.137023
(4815433,4827290)(12400000,12426721)(12400000,12450000)	Chr06	12425000	11859	0.111004
(4827291,4835608)(12475889,12499999)(12450000,12500000)	Chr06	12475000	8319	0.125125
(4835609,4853620)(12500000,12544954)(12500000,12550000)	Chr06	12525000	18013	0.096920
(4853621,4859339)(12571135,12599999)(12550000,12600000)	Chr06	12575000	5720	0.179074
(4859340,4878177)(12600000,12649999)(12600000,12650000)	Chr06	12625000	18839	0.107558
(4878178,4895341)(12650000,12698886)(12650000,12700000)	Chr06	12675000	17165	0.302132
(4895342,4913174)(12701298,12749999)(12700000,12750000)	Chr06	12725000	17834	0.144735
(4913175,4933158)(12750000,12799257)(12750000,12800000)	Chr06	12775000	19985	0.151526
(4933159,4936780)(12866717,12899999)(12850000,12900000)	Chr06	12875000	3623	0.152218
(4936781,4945196)(12900000,12949999)(12900000,12950000)	Chr06	12925000	8417	0.120761
(4945197,4958390)(12950000,12999999)(12950000,13000000)	Chr06	12975000	13195	0.101564
(4958391,4972020)(13000000,13049999)(13000000,13050000)	Chr06	13025000	13631	0.250535
(4972021,4985872)(13050000,13091265)(13050000,13100000)	Chr06	13075000	13853	0.193687
(4985873,4991753)(13106563,13130674)(13100000,13150000)	Chr06	13125000	5882	0.307081
(4991754,5000218)(13156997,13193362)(13150000,13200000)	Chr06	13175000	8466	0.202997
(5000219,5012543)(13204953,13244520)(13200000,13250000)	Chr06	13225000	12326	0.310160
(5012544,5024979)(13262702,13299738)(13250000,13300000)	Chr06	13275000	12437	0.213836
(5024980,5033607)(13300770,13346173)(13300000,13350000)	Chr06	13325000	8629	0.344654
(5033608,5038111)(13351401,13392864)(13350000,13400000)	Chr06	13375000	4505	0.298306
(5038112,5038772)(13408488,13409959)(13400000,13450000)	Chr06	13425000	662	0.104552
(5038773,5045103)(13454064,13492259)(13450000,13500000)	Chr06	13475000	6332	0.148609
(5045104,5056120)(13506739,13549795)(13500000,13550000)	Chr06	13525000	11018	0.154663
(5056121,5057523)(13555451,13568566)(13550000,13600000)	Chr06	13575000	1404	0.202861
(5057524,5078043)(13606307,13649769)(13600000,13650000)	Chr06	13625000	20521	0.195580
(5078044,5082045)(13650147,13688761)(13650000,13700000)	Chr06	13675000	4003	0.197292
(5082046,5095511)(13704253,13744478)(13700000,13750000)	Chr06	13725000	13467	0.241775
(5095512,5108464)(13751943,13798317)(13750000,13800000)	Chr06	13775000	12954	0.267194
(5108465,5111391)(13800011,13825258)(13800000,13850000)	Chr06	13825000	2928	0.257160
(5111392,5116536)(13850720,13876683)(13850000,13900000)	Chr06	13875000	5146	0.377254
(5116537,5132319)(13907032,13941658)(13900000,13950000)	Chr06	13925000	15784	0.161226
(5132320,5139789)(13953050,13995343)(13950000,14000000)	Chr06	13975000	7471	0.274660
(5139790,5142820)(14005956,14049281)(14000000,14050000)	Chr06	14025000	3032	0.297099
(5142821,5150759)(14052476,14094876)(14050000,14100000)	Chr06	14075000	7940	0.412182
(5150760,5151027)(14137263,14137567)(14100000,14150000)	Chr06	14125000	269	0.253232
(5151028,5153789)(14254855,14299999)(14250000,14300000)	Chr06	14275000	2763	0.346666
(5153790,5157293)(14300000,14344826)(14300000,14350000)	Chr06	14325000	3505	0.304486
(5157294,5157505)(14365593,14365818)(14350000,14400000)	Chr06	14375000	213	0.148439
(5157506,5158611)(14418474,14435361)(14400000,14450000)	Chr06	14425000	1107	0.076296
(5158612,5159186)(14477114,14491420)(14450000,14500000)	Chr06	14475000	576	0.127537
(5159187,5164978)(14502224,14546071)(14500000,14550000)	Chr06	14525000	5793	0.323930
(5164979,5165119)(14592642,14592784)(14550000,14600000)	Chr06	14575000	142	0.239453
(5165120,5166616)(14603733,14642439)(14600000,14650000)	Chr06	14625000	1498	0.235051
(5166617,5169562)(14659427,14699476)(14650000,14700000)	Chr06	14675000	2947	0.287293
(5169563,5170092)(14715557,14745603)(14700000,14750000)	Chr06	14725000	531	0.010470
(5170093,5172191)(14759378,14778238)(14750000,14800000)	Chr06	14775000	2100	0.131168
(5172192,5177926)(14801959,14846184)(14800000,14850000)	Chr06	14825000	5736	0.368484
(5177927,5184195)(14877807,14891913)(14850000,14900000)	Chr06	14875000	6270	0.366702
(5184196,5192471)(14907083,14944668)(14900000,14950000)	Chr06	14925000	8277	0.297066
(5192472,5196489)(14968136,14998260)(14950000,15000000)	Chr06	14975000	4019	0.294341
(5196490,5205029)(15000725,15046309)(15000000,15050000)	Chr06	15025000	8541	0.362994
(5205030,5209886)(15066070,15099999)(15050000,15100000)	Chr06	15075000	4858	0.261138
(5209887,5217775)(15100000,15149999)(15100000,15150000)	Chr06	15125000	7890	0.209438
(5217776,5232307)(15150000,15199999)(15150000,15200000)	Chr06	15175000	14533	0.355492
(5232308,5239153)(15200000,15249977)(15200000,15250000)	Chr06	15225000	6847	0.411949
(5239154,5241289)(15250017,15294921)(15250000,15300000)	Chr06	15275000	2137	0.376122
(5241290,5242347)(15305400,15331843)(15300000,15350000)	Chr06	15325000	1059	0.462156
(5242348,5251602)(15357140,15396874)(15350000,15400000)	Chr06	15375000	9256	0.354696
(5251603,5251788)(15400827,15427162)(15400000,15450000)	Chr06	15425000	187	0.303612
(5251789,5252252)(15523404,15531569)(15500000,15550000)	Chr06	15525000	465	0.136877
(5252253,5252691)(15631332,15633716)(15600000,15650000)	Chr06	15625000	440	0.382513
(5252692,5252841)(15680728,15680877)(15650000,15700000)	Chr06	15675000	151	0.165418
(5252842,5253146)(15706473,15715450)(15700000,15750000)	Chr06	15725000	306	0.103412
(5253147,5253554)(15759604,15779219)(15750000,15800000)	Chr06	15775000	409	0.129530
(5253555,5254883)(15804311,15840918)(15800000,15850000)	Chr06	15825000	1330	0.168133
(5254884,5256465)(15873228,15875843)(15850000,15900000)	Chr06	15875000	1583	0.588144
(5256466,5257283)(15995185,15997952)(15950000,16000000)	Chr06	15975000	819	0.137728
(5257284,5258330)(16001670,16018673)(16000000,16050000)	Chr06	16025000	1048	0.361110
(5258331,5260128)(16061929,16094284)(16050000,16100000)	Chr06	16075000	1799	0.148623
(5260129,5263884)(16209692,16217623)(16200000,16250000)	Chr06	16225000	3757	0.360506
(5263885,5266643)(16255757,16293638)(16250000,16300000)	Chr06	16275000	2760	0.369785
(5266644,5269419)(16331750,16349521)(16300000,16350000)	Chr06	16325000	2777	0.251317
(5269420,5271341)(16371436,16399817)(16350000,16400000)	Chr06	16375000	1923	0.247435
(5271342,5274284)(16403184,16449999)(16400000,16450000)	Chr06	16425000	2944	0.316456
(5274285,5289191)(16450000,16494109)(16450000,16500000)	Chr06	16475000	14908	0.468067
(5289192,5293047)(16514042,16549896)(16500000,16550000)	Chr06	16525000	3857	0.489153
(5293048,5302594)(16551953,16599472)(16550000,16600000)	Chr06	16575000	9548	0.290131
(5302595,5309083)(16600180,16649987)(16600000,16650000)	Chr06	16625000	6490	0.355397
(5309084,5320302)(16650326,16686774)(16650000,16700000)	Chr06	16675000	11220	0.440498
(5320303,5337646)(16704019,16749650)(16700000,16750000)	Chr06	16725000	17345	0.157071
(5337647,5342627)(16760661,16789682)(16750000,16800000)	Chr06	16775000	4982	0.330796
(5342628,5354066)(16806945,16843485)(16800000,16850000)	Chr06	16825000	11440	0.228685
(5354067,5371903)(16850658,16893682)(16850000,16900000)	Chr06	16875000	17838	0.368017
(5371904,5384814)(16901307,16938335)(16900000,16950000)	Chr06	16925000	12912	0.370267
(5384815,5400416)(16952772,16991229)(16950000,17000000)	Chr06	16975000	15603	0.429109
(5400417,5402744)(17001354,17045425)(17000000,17050000)	Chr06	17025000	2329	0.512138
(5402745,5403312)(17077459,17099262)(17050000,17100000)	Chr06	17075000	569	0.176583
(5403313,5404362)(17121956,17144956)(17100000,17150000)	Chr06	17125000	1051	0.359083
(5404363,5418959)(17150364,17191284)(17150000,17200000)	Chr06	17175000	14598	0.529467
(5418960,5423631)(17213518,17234129)(17200000,17250000)	Chr06	17225000	4673	0.201169
(5423632,5438585)(17262642,17297222)(17250000,17300000)	Chr06	17275000	14955	0.352766
(5438586,5447193)(17304287,17326919)(17300000,17350000)	Chr06	17325000	8609	0.224912
(5447194,5456524)(17359282,17397915)(17350000,17400000)	Chr06	17375000	9332	0.298744
(5456525,5471846)(17401607,17449999)(17400000,17450000)	Chr06	17425000	15323	0.262382
(5471847,5475652)(17450000,17497847)(17450000,17500000)	Chr06	17475000	3807	0.302378
(5475653,5486898)(17503937,17538083)(17500000,17550000)	Chr06	17525000	11247	0.431702
(5486899,5488698)(17565479,17591277)(17550000,17600000)	Chr06	17575000	1801	0.273124
(5488699,5495026)(17600621,17648714)(17600000,17650000)	Chr06	17625000	6329	0.286140
(5495027,5497346)(17652762,17676659)(17650000,17700000)	Chr06	17675000	2321	0.179174
(5497347,5511360)(17755661,17787947)(17750000,17800000)	Chr06	17775000	14015	0.249335
(5511361,5526305)(17800078,17847823)(17800000,17850000)	Chr06	17825000	14946	0.138244
(5526306,5533147)(17853921,17899999)(17850000,17900000)	Chr06	17875000	6843	0.239315
(5533148,5543893)(17900000,17944666)(17900000,17950000)	Chr06	17925000	10747	0.225134
(5543894,5546263)(17955704,17959192)(17950000,18000000)	Chr06	17975000	2371	0.184583
(5546264,5547617)(18005011,18035121)(18000000,18050000)	Chr06	18025000	1355	0.252934
(5547618,5549460)(18060602,18097063)(18050000,18100000)	Chr06	18075000	1844	0.222154
(5549461,5554982)(18125956,18145106)(18100000,18150000)	Chr06	18125000	5523	0.168365
(5554983,5555962)(18150357,18187708)(18150000,18200000)	Chr06	18175000	981	0.191798
(5555963,5556625)(18216872,18241934)(18200000,18250000)	Chr06	18225000	664	0.214278
